VendorNumber,VendorName,Brand,PurchasePrice,ActualPrice,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
3924,HEAVEN HILL DISTILLERIES,3930,12.11,15.99,1252,15161.72,1278,18619.22,9427.57,1007.11,14069.87,3457.500000000002,18.56952117220808,1.0207667731629393,1.2280414095498402
3960,DIAGEO NORTH AMERICA INC,3564,36.08,47.99,420,15153.6,413,20536.87,12961.4,759.3,257032.07,5383.269999999999,26.21270914214288,0.9833333333333333,1.3552469380213281
10754,PERFECTA WINES,43481,21.99,34.99,688,15129.119999999999,147,5013.53,1973.42,16.41,28720.52,-10115.59,-201.76582168651632,0.2136627906976744,0.3313827902746492
4425,MARTIGNETTI COMPANIES,26381,19.59,28.99,772,15123.480000000001,386,11190.14,5855.98,42.9,144929.24,-3933.340000000002,-35.150051741980015,0.5,0.7399183256763654
9815,WINE GROUP INC,11749,10.8,17.99,1400,15120.0,607,10297.93,4545.32,455.25,27100.41,-4822.07,-46.82562417883982,0.43357142857142855,0.6810800264550265
7153,PINE STATE TRADING CO,43232,6.57,10.99,2300,15111.0,1135,12606.65,8112.7,125.78,15884.82,-2504.3500000000004,-19.86530918205868,0.4934782608695652,0.83426973727748
3960,DIAGEO NORTH AMERICA INC,915,10.98,14.49,1376,15108.48,644,9331.56,1304.1,676.1999999999999,257032.07,-5776.92,-61.90733382199761,0.4680232558139535,0.6176372474266107
9552,M S WALKER INC,15476,33.11,49.99,456,15098.16,237,11847.630000000001,8498.300000000001,26.19,55551.82,-3250.529999999999,-27.43612013541948,0.5197368421052632,0.7847068781891304
653,STATE WINE & SPIRITS,20343,9.58,14.99,1576,15098.08,715,10332.85,6931.21,79.24,8014.9800000000005,-4765.23,-46.11728613112548,0.4536802030456853,0.6843817227091127
9552,M S WALKER INC,10267,24.65,39.99,612,15085.800000000001,285,10729.15,6690.25,31.68,55551.82,-4356.6500000000015,-40.605732979779404,0.46568627450980393,0.7112085537392779
9552,M S WALKER INC,26046,11.64,16.99,1296,15085.44,0,0.0,0.0,0.0,55551.82,-15085.44,0.0,0.0,0.0
4425,MARTIGNETTI COMPANIES,26869,71.13,105.99,212,15079.56,75,7949.25,5087.5199999999995,8.31,144929.24,-7130.3099999999995,-89.69789602792716,0.35377358490566035,0.5271539753149296
8004,SAZERAC CO INC,1591,9.92,12.99,1520,15078.4,737,9573.63,1844.58,1353.61,50293.62,-5504.77,-57.49929754962329,0.48486842105263156,0.6349234666808149
10754,PERFECTA WINES,25256,11.1,16.99,1356,15051.6,607,10312.929999999998,5929.509999999999,67.39,28720.52,-4738.670000000002,-45.9488234672397,0.4476401179941003,0.6851716761008795
4425,MARTIGNETTI COMPANIES,25535,12.25,18.99,1228,15043.0,435,8260.65,6057.8099999999995,48.09,144929.24,-6782.35,-82.10431382518325,0.3542345276872964,0.549135810676062
10754,PERFECTA WINES,27289,11.18,16.99,1344,15025.92,52,883.4799999999999,628.63,5.76,28720.52,-14142.44,-1600.7651559741028,0.03869047619047619,0.05879706533776301
1392,CONSTELLATION BRANDS INC,15748,5.44,8.99,2760,15014.4,2062,19221.38,12780.300000000001,228.36,79528.99,4206.980000000001,21.886982100140578,0.7471014492753624,1.2801963448422848
10754,PERFECTA WINES,10163,9.2,13.99,1632,15014.4,362,4786.38,3691.2200000000003,39.97,28720.52,-10228.02,-213.69009564639666,0.22181372549019607,0.3187859654731458
10754,PERFECTA WINES,16657,7.230000000000001,10.99,2076,15009.480000000001,1118,12496.82,5983.67,124.52,28720.52,-2512.6600000000017,-20.106395066905034,0.5385356454720617,0.832595133209145
4848,LAIRD & CO,4994,15.62,19.99,960,14995.2,15,299.84999999999997,279.85999999999996,11.84,1043.69,-14695.35,-4900.900450225113,0.015625,0.019996398847631238
9552,M S WALKER INC,32679,5.44,7.99,2756,14992.64,1862,13910.380000000001,7110.39,207.16,55551.82,-1082.2599999999984,-7.780233178389076,0.6756168359941945,0.9278139140271494
3960,DIAGEO NORTH AMERICA INC,202,22.3,28.99,672,14985.6,373,10813.27,5363.15,391.65000000000003,257032.07,-4172.33,-38.58527531449783,0.5550595238095238,0.721577380952381
4425,MARTIGNETTI COMPANIES,14471,6.49,11.989999999999998,2308,14978.92,1414,14629.86,8983.22,156.94,144929.24,-349.0599999999995,-2.3859421757966204,0.6126516464471404,0.9766965842664225
9165,ULTRA BEVERAGE COMPANY LLP,13602,29.72,65.99,504,14978.88,322,20060.78,7148.849999999999,35.94,68054.7,5081.9,25.332514488469542,0.6388888888888888,1.3392710269392638
9552,M S WALKER INC,42167,8.6,14.99,1740,14964.0,688,9817.12,7003.12,76.08,55551.82,-5146.879999999999,-52.42759587333148,0.3954022988505747,0.6560491847099706
9552,M S WALKER INC,22008,8.78,12.99,1704,14961.119999999999,729,9469.710000000001,5247.96,81.0,55551.82,-5491.409999999998,-57.98920980684728,0.4278169014084507,0.6329546183708172
17037,Dunn Wine Brokers,22813,12.98,19.990000000000002,1152,14952.96,436,8715.64,6276.86,48.22,358.03000000000003,-6237.32,-71.56468142328045,0.3784722222222222,0.5828705487074131
2000,SOUTHERN WINE & SPIRITS NE,23534,10.38,19.99,1440,14947.2,378,6606.219999999999,3739.8399999999997,42.050000000000004,19016.59,-8340.980000000001,-126.2594948397117,0.2625,0.4419704024834082
9165,ULTRA BEVERAGE COMPANY LLP,23386,12.58,19.99,1188,14945.04,526,10450.74,7979.98,58.1,68054.7,-4494.300000000001,-43.00461019985189,0.44276094276094274,0.6992781551605081
12546,JIM BEAM BRANDS COMPANY,3404,13.33,19.989999999999995,1120,14929.6,1311,20074.39,10358.81,1032.72,123880.97,5144.789999999999,25.628624331797873,1.1705357142857142,1.3446033383345837
10754,PERFECTA WINES,3145,29.62,39.99,504,14928.48,67,2679.33,2039.49,52.83,28720.52,-12249.15,-457.1721288531088,0.13293650793650794,0.17947774991157842
90047,CRUSH WINES,10863,43.33,64.99,344,14905.52,109,7083.91,4939.24,12.06,1457.73,-7821.610000000001,-110.41374043430818,0.3168604651162791,0.4752541340389332
4425,MARTIGNETTI COMPANIES,14974,8.9,12.99,1672,14880.8,760,11152.4,4920.68,84.91,144929.24,-3728.3999999999996,-33.43136903267458,0.45454545454545453,0.7494489543572926
9552,M S WALKER INC,27750,22.14,32.99,672,14878.08,13,428.87,164.95000000000002,1.46,55551.82,-14449.21,-3369.135169165481,0.019345238095238096,0.02882562803802641
10754,PERFECTA WINES,16553,6.7,9.99,2220,14874.0,1063,10986.37,6365.88,118.04,28720.52,-3887.629999999999,-35.38593730231185,0.4788288288288288,0.7386291515395994
4425,MARTIGNETTI COMPANIES,25886,24.13,34.99,616,14864.08,210,7347.900000000001,5143.530000000001,23.3,144929.24,-7516.179999999999,-102.29017814613697,0.3409090909090909,0.49433937384621185
9165,ULTRA BEVERAGE COMPANY LLP,16961,38.7,65.99,384,14860.8,140,9238.6,2771.58,15.66,68054.7,-5622.199999999999,-60.85554088281773,0.3645833333333333,0.6216758182601206
12546,JIM BEAM BRANDS COMPANY,254,8.79,10.989999999999998,1688,14837.52,804,8835.960000000001,7154.49,844.2,123880.97,-6001.5599999999995,-67.92199149837708,0.476303317535545,0.5955146143021206
9165,ULTRA BEVERAGE COMPANY LLP,22599,18.91,29.989999999999995,784,14825.439999999999,653,12260.97,6701.11,72.61,68054.7,-2564.4699999999993,-20.915718740034432,0.8329081632653061,0.8270223345816381
1703,ALISA CARR BEVERAGES,90010,61.74,91.99,240,14817.6,170,15638.3,6531.29,18.94,172.0,820.6999999999989,5.248012891426811,0.7083333333333334,1.0553868372745923
4425,MARTIGNETTI COMPANIES,18095,10.380000000000003,15.99,1424,14781.12,851,13823.49,9122.38,94.22,144929.24,-957.630000000001,-6.9275559211168884,0.5976123595505618,0.935212622588816
9165,ULTRA BEVERAGE COMPANY LLP,16781,44.51,65.99,332,14777.32,255,17387.45,11218.349999999999,28.28,68054.7,2610.130000000001,15.01157444018531,0.7680722891566265,1.1766308099168186
8352,LUXCO INC,3793,11.8,17.99,1252,14773.6,1668,22927.32,14717.44,3065.92,10261.6,8153.719999999999,35.56333666560243,1.3322683706070289,1.5519115178426381
2000,SOUTHERN WINE & SPIRITS NE,24121,14.09,20.99,1048,14766.320000000002,109,2287.91,1889.1,12.03,19016.59,-12478.410000000002,-545.4065063748138,0.10400763358778627,0.15494110922694346
516,BANFI PRODUCTS CORP,17063,10.66,15.99,1384,14753.44,506,8244.94,5109.87,56.120000000000005,8510.41,-6508.5,-78.93932521037145,0.36560693641618497,0.5588486481796788
9165,ULTRA BEVERAGE COMPANY LLP,10733,8.16,12.99,1808,14753.28,502,6302.9800000000005,3791.0,55.72,68054.7,-8450.3,-134.06832958378416,0.2776548672566372,0.42722567456186017
9552,M S WALKER INC,26814,10.96,16.99,1344,14730.240000000002,43,730.5699999999999,492.71,4.7700000000000005,55551.82,-13999.670000000002,-1916.2667506193798,0.031994047619047616,0.04959661213938129
653,STATE WINE & SPIRITS,16757,11.76,17.99,1252,14723.52,539,10769.609999999999,8475.74,59.52,8014.9800000000005,-3953.9100000000017,-36.71358572873115,0.4305111821086262,0.7314562006911389
1392,CONSTELLATION BRANDS INC,14704,3.94,7.99,3736,14719.84,1709,10800.91,6392.030000000001,189.55,79528.99,-3918.9300000000003,-36.28333168223789,0.45744111349036404,0.733765448537484
653,STATE WINE & SPIRITS,24782,10.95,19.99,1344,14716.800000000001,1209,19331.91,11065.08,134.26,8014.9800000000005,4615.109999999999,23.87301616860413,0.8995535714285714,1.3135946673189822
516,BANFI PRODUCTS CORP,22077,6.07,9.99,2424,14713.68,1376,13498.24,6039.860000000001,153.29,8510.41,-1215.4400000000005,-9.004433170546683,0.5676567656765676,0.9173938810685022
9165,ULTRA BEVERAGE COMPANY LLP,1505,20.43,27.99,720,14709.6,796,20984.04,8708.619999999999,627.19,68054.7,6274.4400000000005,29.90101048225223,1.1055555555555556,1.4265540871267743
10000,MAJESTIC FINE WINES,21367,20.4,29.99,720,14688.0,328,9836.72,7317.5599999999995,36.28,17587.59,-4851.280000000001,-49.318065371383966,0.45555555555555555,0.6697113289760348
9552,M S WALKER INC,29620,8.38,12.99,1752,14681.76,757,9833.43,6910.68,83.72,55551.82,-4848.33,-49.30456615850217,0.4320776255707763,0.669771880210547
9165,ULTRA BEVERAGE COMPANY LLP,23385,12.74,19.989999999999995,1152,14676.48,485,9583.15,7354.28,53.56,68054.7,-5093.33,-53.148808064154274,0.4210069444444444,0.6529597015088087
8112,MOET HENNESSY USA INC,6044,523.43,669.99,28,14656.039999999999,9,6029.91,6029.91,7.11,48347.26,-8626.13,-143.05570066551573,0.32142857142857145,0.41142832579605404
6785,PALM BAY INTERNATIONAL INC,26682,34.24,49.99,428,14654.720000000001,75,3749.25,899.82,8.4,13605.41,-10905.470000000001,-290.87070747482835,0.17523364485981308,0.2558390743733077
9552,M S WALKER INC,2180,30.53,39.99,480,14654.400000000001,0,0.0,0.0,0.0,55551.82,-14654.400000000001,0.0,0.0,0.0
653,STATE WINE & SPIRITS,19935,5.26,7.99,2780,14622.8,1361,10874.39,1414.23,152.95000000000002,8014.9800000000005,-3748.41,-34.47007142469601,0.489568345323741,0.7436599009765572
4425,MARTIGNETTI COMPANIES,21734,13.69,19.99,1068,14620.92,482,9635.179999999998,7456.2699999999995,28.2,144929.24,-4985.740000000002,-51.74516718940385,0.45131086142322097,0.658999570478465
7154,PREMIER DISTRIBUTORS,23512,7.41,11.49,1972,14612.52,728,8364.72,2757.6,81.47,432.37,-6247.800000000001,-74.69227900037302,0.3691683569979716,0.5724351446567737
9165,ULTRA BEVERAGE COMPANY LLP,23265,26.84,39.99,544,14600.96,135,5398.650000000001,1679.5800000000002,15.110000000000001,68054.7,-9202.309999999998,-170.45576208867027,0.24816176470588236,0.36974623586394323
4425,MARTIGNETTI COMPANIES,41614,24.99,36.99,584,14594.16,187,7063.13,5551.530000000001,20.63,144929.24,-7531.03,-106.6245418107836,0.3202054794520548,0.48396961524335763
9552,M S WALKER INC,25030,152.02,224.99,96,14593.92,6,1499.94,249.99,0.68,55551.82,-13093.98,-872.966918676747,0.0625,0.10277841731351138
9165,ULTRA BEVERAGE COMPANY LLP,22601,121.61,179.99,120,14593.199999999999,116,20878.84,11159.380000000001,12.93,68054.7,6285.640000000001,30.10531236409686,0.9666666666666667,1.430723898802182
3960,DIAGEO NORTH AMERICA INC,910,17.29,22.99,844,14592.76,385,8851.15,5678.53,404.25,257032.07,-5741.610000000001,-64.86851990984223,0.4561611374407583,0.6065439300036456
9165,ULTRA BEVERAGE COMPANY LLP,36101,37.58,55.99,388,14581.039999999999,197,11124.03,7730.63,21.79,68054.7,-3457.0099999999984,-31.07695682230269,0.5077319587628866,0.7629106017129095
1392,CONSTELLATION BRANDS INC,16948,3.8900000000000006,7.989999999999999,3748,14579.72,1926,12140.74,6733.400000000001,214.03,79528.99,-2438.9799999999996,-20.08922026169739,0.5138740661686233,0.8327142085033183
10754,PERFECTA WINES,27287,55.17,79.99,264,14564.88,127,10158.73,2639.6699999999996,14.25,28720.52,-4406.15,-43.373039740203744,0.4810606060606061,0.6974812013555897
10754,PERFECTA WINES,25653,19.73,29.99,736,14521.279999999999,288,8637.119999999999,6327.889999999999,31.86,28720.52,-5884.16,-68.126412507873,0.391304347826087,0.5947905418806055
3252,E & J GALLO WINERY,39209,7.53,10.99,1928,14517.84,866,9470.460000000001,6023.39,193.43,61966.91,-5047.379999999999,-53.296038418408386,0.4491701244813278,0.6523325784000926
653,STATE WINE & SPIRITS,18774,17.23,26.99,840,14473.199999999999,264,6753.36,3234.74,29.37,8014.9800000000005,-7719.839999999999,-114.31109847542555,0.3142857142857143,0.46661139209020813
7153,PINE STATE TRADING CO,46816,6.799999999999999,9.99,2128,14470.4,931,9300.69,6303.6900000000005,103.08,15884.82,-5169.709999999999,-55.58415558415557,0.4375,0.6427389705882354
8673,STE MICHELLE WINE ESTATES,26063,8.49,12.99,1704,14466.96,278,2789.2200000000003,1824.18,30.82,15919.7,-11677.739999999998,-418.67403790306963,0.16314553990610328,0.19279931651155463
9552,M S WALKER INC,26815,43.04,64.99,336,14461.44,10,649.9,454.92999999999995,1.11,55551.82,-13811.54,-2125.1792583474385,0.02976190476190476,0.04494019959284829
10754,PERFECTA WINES,27094,5.51,7.99,2624,14458.240000000002,717,5728.83,1430.21,80.49000000000001,28720.52,-8729.410000000002,-152.37683785345354,0.2732469512195122,0.3962328748174051
653,STATE WINE & SPIRITS,24775,8.9,14.99,1624,14453.6,528,6858.72,3312.4500000000003,58.92,8014.9800000000005,-7594.88,-110.73319803111951,0.3251231527093596,0.4745336801904024
4425,MARTIGNETTI COMPANIES,13651,9.03,13.99,1600,14448.0,777,10870.23,6169.59,86.32000000000001,144929.24,-3577.7700000000004,-32.91347101211291,0.485625,0.7523691860465116
4425,MARTIGNETTI COMPANIES,25226,28.66,42.99,504,14444.640000000001,138,5932.62,4127.04,15.3,144929.24,-8512.02,-143.47826086956525,0.27380952380952384,0.4107142857142857
9552,M S WALKER INC,25484,11.990000000000002,17.99,1204,14435.96,593,10668.07,4047.7499999999995,66.29,55551.82,-3767.8899999999994,-35.319322051692566,0.4925249169435216,0.7389927652889036
10754,PERFECTA WINES,23762,360.54,529.99,40,14421.599999999999,18,9539.82,3179.94,2.04,28720.52,-4881.779999999999,-51.17266363516292,0.45,0.6614952571143285
8735,SURVILLE ENTERPRISES CORP,17341,3.86,7.990000000000001,3736,14420.960000000001,1734,16818.66,9662.15,192.69,263.32,2397.699999999999,14.25618925645681,0.46413276231263384,1.1662649365922932
3664,WILLIAM GRANT & SONS INC,975,26.31,34.99,548,14417.880000000001,250,8747.5,5423.450000000001,262.5,30234.420000000002,-5670.380000000001,-64.82286367533582,0.4562043795620438,0.6067119437809164
1587,VINEYARD BRANDS INC,15059,6.2,8.99,2324,14408.800000000001,1134,11756.66,6537.71,125.98,6070.09,-2652.1400000000012,-22.558617838739924,0.4879518072289157,0.8159360946088501
10754,PERFECTA WINES,35990,73.5,154.99,196,14406.0,140,15538.6,2885.74,15.74,28720.52,1132.6000000000004,7.288944949995497,0.7142857142857143,1.078620019436346
10754,PERFECTA WINES,15688,299.99,499.99,48,14399.52,32,14399.68,5399.88,3.56,28720.52,0.15999999999985448,0.0011111358030168343,0.6666666666666666,1.0000111114814938
9165,ULTRA BEVERAGE COMPANY LLP,26259,42.85,65.99,336,14397.600000000002,14,923.8599999999999,659.9,1.55,68054.7,-13473.740000000002,-1458.4179421124416,0.041666666666666664,0.06416763905095292
9165,ULTRA BEVERAGE COMPANY LLP,34694,9.67,15.99,1488,14388.960000000001,661,10293.39,6691.71,73.29,68054.7,-4095.5700000000015,-39.78834961076964,0.4442204301075269,0.7153671981852753
3252,E & J GALLO WINERY,17487,4.6,6.99,3128,14388.800000000001,1420,9155.8,5928.92,157.34,61966.91,-5233.000000000002,-57.15502741431663,0.4539641943734015,0.6363143556099188
9815,WINE GROUP INC,36209,5.15,7.99,2792,14378.8,1308,9800.92,6411.45,144.95000000000002,27100.41,-4577.879999999999,-46.70867632834468,0.4684813753581662,0.6816229448910897
3960,DIAGEO NORTH AMERICA INC,3757,21.63,28.99,664,14362.32,1076,31193.239999999998,17451.98,1129.8,257032.07,16830.92,53.95694708212421,1.6204819277108433,2.1718803090308527
90047,CRUSH WINES,13594,8.16,11.99,1760,14361.6,864,10805.36,7867.68,95.47,1457.73,-3556.24,-32.91181413668771,0.4909090909090909,0.7523785650623886
4425,MARTIGNETTI COMPANIES,22345,14.83,24.990000000000002,968,14355.44,388,9696.119999999999,6297.48,43.02,144929.24,-4659.3200000000015,-48.05344818339709,0.40082644628099173,0.6754317527014149
4425,MARTIGNETTI COMPANIES,26849,9.67,14.99,1484,14350.28,233,3492.67,1903.73,34.95,144929.24,-10857.61,-310.86847597969467,0.15700808625336926,0.24338688861820118
4425,MARTIGNETTI COMPANIES,43152,24.67,37.99,580,14308.6,206,7825.9400000000005,5128.650000000001,22.76,144929.24,-6482.66,-82.8355443563329,0.35517241379310344,0.5469396027563843
9165,ULTRA BEVERAGE COMPANY LLP,25528,79.46,119.98999999999998,180,14302.8,57,6839.43,4319.639999999999,6.33,68054.7,-7463.369999999999,-109.12269004873212,0.31666666666666665,0.4781881869284336
4425,MARTIGNETTI COMPANIES,45090,8.05,11.99,1776,14296.8,877,10515.23,6738.38,97.13,144929.24,-3781.5699999999997,-35.962789211458045,0.4938063063063063,0.7354953556040512
17035,PERNOD RICARD USA,8717,10.06,16.99,1420,14285.2,519,8310.81,6404.01,57.43,123780.22,-5974.390000000001,-71.88697611905461,0.3654929577464789,0.5817776439951837
516,BANFI PRODUCTS CORP,23172,20.4,32.99,700,14280.0,546,16704.54,8049.37,31.27,8510.41,2424.540000000001,14.51425780057398,0.78,1.1697857142857144
1128,BROWN-FORMAN CORP,3722,9.02,14.99,1580,14251.599999999999,661,8252.89,3109.01,520.46,68601.68,-5998.709999999999,-72.68617417656118,0.41835443037974684,0.5790851553509782
3252,E & J GALLO WINERY,13620,5.33,13.99,2672,14241.76,1059,14805.01,8817.29,117.49000000000001,61966.91,563.25,3.804455383684307,0.3963323353293413,1.0395491849321994
9165,ULTRA BEVERAGE COMPANY LLP,25896,10.66,15.99,1336,14241.76,264,4221.36,2046.72,29.41,68054.7,-10020.400000000001,-237.3737373737374,0.19760479041916168,0.29640718562874246
4425,MARTIGNETTI COMPANIES,23432,10.59,15.99,1344,14232.96,341,5452.59,3613.7400000000002,37.7,144929.24,-8780.369999999999,-161.0311796779145,0.2537202380952381,0.38309599689734253
4425,MARTIGNETTI COMPANIES,26850,9.99,14.99,1424,14225.76,611,9158.89,6055.96,91.64999999999999,144929.24,-5066.870000000001,-55.321878524581045,0.42907303370786515,0.6438243018299198
516,BANFI PRODUCTS CORP,6547,6.799999999999999,11.99,2092,14225.599999999999,1014,10463.86,5738.38,226.42000000000002,8510.41,-3761.739999999998,-35.94983113306177,0.4847036328871893,0.7355654594533799
90053,INCREDIBREW INC,21783,8.7,13.49,1632,14198.400000000001,669,9024.81,6583.12,74.08,124.44,-5173.590000000002,-57.32630382246276,0.4099264705882353,0.63562161933739
1392,CONSTELLATION BRANDS INC,6698,29.33,46.99,484,14195.72,312,14392.880000000001,8876.09,34.62,79528.99,197.16000000000167,1.3698439784115595,0.6446280991735537,1.013888693211757
1392,CONSTELLATION BRANDS INC,21861,6.619999999999999,9.99,2144,14193.279999999999,1276,13305.24,7758.37,141.52,79528.99,-888.039999999999,-6.674362882593618,0.5951492537313433,0.9374323623573974
4425,MARTIGNETTI COMPANIES,25007,36.18,54.99,392,14182.560000000001,134,7368.66,5169.06,14.8,144929.24,-6813.9000000000015,-92.47135842880526,0.34183673469387754,0.5195578231292517
9165,ULTRA BEVERAGE COMPANY LLP,41820,12.98,19.99,1088,14122.24,511,9512.89,2198.8199999999997,57.27,68054.7,-4609.35,-48.453729623700056,0.4696691176470588,0.6736105603643614
3664,WILLIAM GRANT & SONS INC,2846,294.11,399.99,48,14117.28,6,2399.94,1999.95,4.73,30234.420000000002,-11717.34,-488.23470586764665,0.125,0.1700001700044201
4425,MARTIGNETTI COMPANIES,24678,9.8,14.99,1440,14112.0,210,3147.9,2188.54,23.18,144929.24,-10964.1,-348.2988659106071,0.14583333333333334,0.2230654761904762
4425,MARTIGNETTI COMPANIES,23351,4.89,10.99,2884,14102.759999999998,1672,12188.880000000001,2828.52,187.58,144929.24,-1913.8799999999974,-15.701852836355737,0.579750346740638,0.8642903942207059
4425,MARTIGNETTI COMPANIES,46402,5.47,7.99,2576,14090.72,715,9767.85,5625.82,79.39,144929.24,-4322.869999999999,-44.25610548892539,0.27756211180124224,0.6932115605164251
4425,MARTIGNETTI COMPANIES,15235,5.99,8.99,2352,14088.48,1044,9385.56,710.21,117.45,144929.24,-4702.92,-50.108038305652514,0.44387755102040816,0.6661868420156042
9165,ULTRA BEVERAGE COMPANY LLP,15171,9.33,14.99,1508,14069.64,607,8788.93,4940.6,67.37,68054.7,-5280.709999999999,-60.083650683302736,0.40251989389920423,0.6246734102649393
1392,CONSTELLATION BRANDS INC,261,9.99,12.99,1408,14065.92,622,8079.78,4832.28,653.1,79528.99,-5986.14,-74.08790833413782,0.44176136363636365,0.5744224337974337
7153,PINE STATE TRADING CO,22010,5.99,8.99,2348,14064.519999999999,923,8297.77,6787.45,204.68,15884.82,-5766.749999999998,-69.49758790614825,0.39310051107325383,0.5899788972535146
8892,TRINCHERO FAMILY ESTATES,33216,5.860000000000001,8.49,2392,14017.119999999999,1074,9118.26,2665.86,241.20000000000002,11595.97,-4898.859999999999,-53.72582049645436,0.4489966555183946,0.65050880637392
4425,MARTIGNETTI COMPANIES,21195,120.68,174.99,116,13998.880000000001,22,4899.780000000001,2699.88,2.46,144929.24,-9099.1,-185.70425610945796,0.1896551724137931,0.3500122866972215
1392,CONSTELLATION BRANDS INC,12803,11.25,18.99,1244,13995.0,534,9750.66,7715.78,118.52,79528.99,-4244.34,-43.528745746441786,0.4292604501607717,0.6967245444801715
7153,PINE STATE TRADING CO,11207,10.34,14.99,1352,13979.68,577,8785.23,6097.01,63.82,15884.82,-5194.450000000001,-59.12708033824955,0.42677514792899407,0.6284285477206917
4425,MARTIGNETTI COMPANIES,24426,30.910000000000004,46.99,452,13971.32,80,3939.2,2075.58,8.9,144929.24,-10032.119999999999,-254.67404549147034,0.17699115044247787,0.28194902128073795
10754,PERFECTA WINES,36989,7.43,10.99,1880,13968.4,977,11383.23,7121.88,108.34,28720.52,-2585.17,-22.710337926932866,0.5196808510638298,0.8149272643967813
1392,CONSTELLATION BRANDS INC,43673,5.47,7.990000000000001,2552,13959.44,1144,10008.56,6297.81,126.9,79528.99,-3950.880000000001,-39.47500939196049,0.4482758620689655,0.7169743198867575
9165,ULTRA BEVERAGE COMPANY LLP,25807,39.21,59.989999999999995,356,13958.76,138,8278.62,1799.7,15.46,68054.7,-5680.139999999999,-68.61215999768075,0.38764044943820225,0.5930770354959897
90010,VINEXTRA INC,17294,8.38,12.99,1664,13944.32,765,9937.35,6728.82,84.7,524.94,-4006.9699999999993,-40.322319330606234,0.4597355769230769,0.7126450052781348
4425,MARTIGNETTI COMPANIES,16684,11.03,15.99,1264,13941.920000000002,609,9857.91,6176.19,67.44,144929.24,-4084.010000000002,-41.42876126886939,0.48180379746835444,0.7070697579673387
3960,DIAGEO NORTH AMERICA INC,3395,10.15,14.99,1372,13925.8,2083,23956.170000000002,13302.58,1641.1,257032.07,10030.370000000003,41.869672823326944,1.5182215743440233,1.7202724439529509
10754,PERFECTA WINES,32803,17.64,27.99,788,13900.32,361,10061.39,6826.549999999999,39.910000000000004,28720.52,-3838.9300000000003,-38.15506604952199,0.4581218274111675,0.7238243436122334
8352,LUXCO INC,8720,5.96,7.99,2332,13898.72,1129,9020.710000000001,5137.57,889.19,10261.6,-4878.009999999998,-54.07567696999458,0.4841337907375643,0.649031709394822
4425,MARTIGNETTI COMPANIES,26865,10.34,14.99,1344,13896.96,126,1888.74,1424.05,13.92,144929.24,-12008.22,-635.779408494552,0.09375,0.1359102998065764
4425,MARTIGNETTI COMPANIES,44455,8.88,13.49,1564,13888.32,318,4372.82,2284.34,18.18,144929.24,-9515.5,-217.60557260532107,0.20332480818414322,0.314855936499159
6213,MHW LTD,831,7.460000000000001,9.99,1860,13875.599999999999,866,8651.34,7222.77,909.3000000000001,9621.58,-5224.259999999998,-60.38671465923196,0.46559139784946235,0.6234930381388913
7153,PINE STATE TRADING CO,27214,22.81,33.99,608,13868.480000000001,105,3568.9500000000003,2005.41,11.67,15884.82,-10299.53,-288.58711946090585,0.17269736842105263,0.257342549435843
3960,DIAGEO NORTH AMERICA INC,2508,1.59,1.99,8708,13845.720000000001,8862,17635.38,9036.59,454.29,257032.07,3789.66,21.48896139465098,1.017684887459807,1.2737062427956076
10754,PERFECTA WINES,35972,8.84,12.99,1564,13825.76,707,9183.93,5079.09,78.59,28720.52,-4641.83,-50.542959277781954,0.4520460358056266,0.6642622177732002
9552,M S WALKER INC,27161,41.089999999999996,59.99,336,13806.24,6,359.94,359.94,0.66,55551.82,-13446.3,-3735.7059509918317,0.017857142857142856,0.026070820150888293
4380,CHARLES JACQUIN ET CIE INC,6738,0.78,0.99,17692,13799.76,8821,8732.79,2307.69,459.83,1675.39,-5066.969999999999,-58.02235024545419,0.49858693194664255,0.6328218751630463
2000,SOUTHERN WINE & SPIRITS NE,24323,88.43,129.99,156,13795.080000000002,189,24568.11,6889.47,21.16,19016.59,10773.029999999999,43.849648996198724,1.2115384615384615,1.7809327673344408
3252,E & J GALLO WINERY,19850,7.53,10.99,1832,13794.96,810,8733.18,6896.67,179.77,61966.91,-5061.779999999999,-57.960330601224285,0.4421397379912664,0.6330703387324067
9552,M S WALKER INC,18589,13.15,19.99,1048,13781.2,484,9675.16,4637.679999999999,53.84,55551.82,-4106.040000000001,-42.438988089085875,0.4618320610687023,0.7020549734420805
8112,MOET HENNESSY USA INC,19687,101.31,153.99,136,13778.16,36,5543.64,2463.84,4.0200000000000005,48347.26,-8234.52,-148.53994848150313,0.2647058823529412,0.4023498057795816
9165,ULTRA BEVERAGE COMPANY LLP,17170,35.48,54.99,388,13766.24,275,8529.75,4379.639999999999,30.68,68054.7,-5236.49,-61.390896567894714,0.7087628865979382,0.6196136345145806
4425,MARTIGNETTI COMPANIES,709,14.28,19.99,964,13765.920000000002,222,4437.78,3858.0699999999997,46.62,144929.24,-9328.140000000003,-210.19834241445054,0.23029045643153526,0.3223743854388228
