VendorNumber,VendorName,Brand,PurchasePrice,ActualPrice,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
12546,JIM BEAM BRANDS COMPANY,2821,28.02,36.99,3904,109390.08,1792,68420.08,59294.48,1413.8200000000002,123880.97,-40970.0,-59.88008198762702,0.45901639344262296,0.625468781081429
5455,MARSALLE COMPANY,2593,23.61,34.99,4628,109267.08,2069,58359.31,44234.45,1631.23,937.21,-50907.770000000004,-87.23161737176126,0.44706136560069143,0.534097827085706
8892,TRINCHERO FAMILY ESTATES,37840,5.4,8.99,20228,109231.2,9563,76408.37,34548.76,1066.19,11595.97,-32822.83,-42.957113206314965,0.4727605299584734,0.6995104878459634
8112,MOET HENNESSY USA INC,1023,35.93,45.99,3040,109227.2,3642,181157.58000000002,44859.91,2868.41,48347.26,71930.38000000002,39.70597310915724,1.1980263157894737,1.6585390818404209
2000,SOUTHERN WINE & SPIRITS NE,25589,6.62,9.99,16488,109150.56,7501,74934.99,32117.850000000002,837.07,19016.59,-34215.56999999999,-45.660338381308904,0.4549369238233867,0.6865286811171653
5455,MARSALLE COMPANY,2655,21.89,34.99,4984,109099.76,2184,61458.159999999996,47973.07,1722.26,937.21,-47641.6,-77.51875422238479,0.43820224719101125,0.563320762575463
3960,DIAGEO NORTH AMERICA INC,3252,8.02,12.99,13600,109072.0,4907,53482.93,39253.5,3867.85,257032.07,-55589.07,-103.93796674939088,0.36080882352941174,0.49034518483203754
1587,VINEYARD BRANDS INC,25295,6.89,9.99,15824,109027.36,7912,79040.88,25694.28,885.84,6070.09,-29986.479999999996,-37.93793793793793,0.5,0.7249637155297532
10754,PERFECTA WINES,2208,53.95,74.99,2020,108979.0,3192,234668.08,134491.88,2515.41,28720.52,125689.07999999999,53.56036492052946,1.5801980198019803,2.1533330274640066
9552,M S WALKER INC,27429,12.900000000000002,21.99,8444,108927.6,3574,73724.26,56584.579999999994,394.62,55551.82,-35203.34000000001,-47.75000793497285,0.42325911890099477,0.6768189145817955
12546,JIM BEAM BRANDS COMPANY,8170,2.17,2.99,50132,108786.44,19303,57715.97,28530.58,990.4,123880.97,-51070.47,-88.4858558211878,0.38504348519907444,0.5305437883618583
2242,DELICATO VINEYARDS INC,44337,8.44,12.99,12888,108774.72,5590,74442.1,40008.97,621.85,7982.65,-34332.619999999995,-46.11989720870313,0.43373680943513343,0.6843694932057743
17035,PERNOD RICARD USA,3620,31.99,39.99,3400,108766.0,1444,57745.560000000005,49747.560000000005,1139.29,123780.22,-51020.439999999995,-88.3538751723942,0.42470588235294116,0.5309155434602726
9552,M S WALKER INC,24697,6.7,9.99,16228,108727.6,7022,74863.78,37852.17,782.4,55551.82,-33863.82000000001,-45.23391685538722,0.43270889820064085,0.688544399030237
4425,MARTIGNETTI COMPANIES,37049,13.6,21.99,7992,108691.2,3546,74432.54,42132.03999999999,394.0,144929.24,-34258.66,-46.02645563351728,0.4436936936936937,0.6848074177118294
6213,MHW LTD,4580,22.38,29.989999999999995,4852,108587.76,2514,72568.86,57022.219999999994,983.89,9621.58,-36018.899999999994,-49.63409925414288,0.5181368507831822,0.6682968688183641
4425,MARTIGNETTI COMPANIES,19821,10.32,17.99,10500,108360.0,5614,95413.85999999999,59266.13,622.74,144929.24,-12946.140000000014,-13.568406099491224,0.5346666666666666,0.8805265780730895
12546,JIM BEAM BRANDS COMPANY,2204,318.51,429.99,340,108293.4,10,4299.9,4299.9,7.9,123880.97,-103993.5,-2418.5097327844837,0.029411764705882353,0.03970602086553751
3252,E & J GALLO WINERY,19376,11.91,17.99,9088,108238.07999999999,4222,67853.78,45923.44,1899.9,61966.91,-40384.29999999999,-59.51665478327072,0.464568661971831,0.62689378821206
3252,E & J GALLO WINERY,20864,8.55,12.99,12656,108208.8,5687,71190.13,39947.37,632.01,61966.91,-37018.67,-51.99972243343283,0.4493520859671302,0.657895938223139
1128,BROWN-FORMAN CORP,1343,122.96,165.99,880,108204.8,441,73201.59000000001,60918.33,463.05,68601.68,-35003.20999999999,-47.81755423618529,0.5011363636363636,0.6765096372804165
4425,MARTIGNETTI COMPANIES,31558,8.44,12.99,12820,108200.8,7204,109275.96,60226.3,800.6700000000001,144929.24,1075.1600000000035,0.9838943533417629,0.5619344773790952,1.009936710264619
3252,E & J GALLO WINERY,35578,4.57,9.99,23660,108126.20000000001,11178,97167.42,45671.44,1245.8700000000001,61966.91,-10958.780000000013,-11.278245321322737,0.4724429416737109,0.8986482462159956
516,BANFI PRODUCTS CORP,18096,20.94,31.99,5156,107966.64,2251,71871.49,50985.04,248.94,8510.41,-36095.149999999994,-50.22179170071469,0.4365787432117921,0.6656823811503257
1655,FABRIZIA SPIRITS LLC,6049,14.589999999999998,19.99,7384,107732.56,1402,23819.98,12504.64,1104.25,1824.89,-83912.58,-352.2781295366327,0.1898699891657638,0.22110288662963176
17035,PERNOD RICARD USA,7537,70.86,109.99,1520,107707.2,1122,92088.78,63400.399999999994,2062.77,123780.22,-15618.419999999998,-16.960176907545087,0.7381578947368421,0.8549918668389858
2242,DELICATO VINEYARDS INC,16317,7.579999999999999,10.99,14204,107666.31999999999,7009,73623.91,32631.190000000002,781.36,7982.65,-34042.40999999999,-46.23825330656846,0.4934525485778654,0.6838156073319865
17035,PERNOD RICARD USA,1081,29.13,36.99,3696,107664.48,1218,37319.82,20285.399999999998,959.87,123780.22,-70344.66,-188.49142359207522,0.32954545454545453,0.34663075510140395
9165,ULTRA BEVERAGE COMPANY LLP,6116,18.65,24.99,5768,107573.2,2360,65852.4,52477.2,1861.05,68054.7,-41720.8,-63.35501819219953,0.4091539528432732,0.6121636243971547
6213,MHW LTD,3279,22.21,29.99,4840,107496.4,1816,57665.840000000004,44596.0,1431.8500000000001,9621.58,-49830.55999999999,-86.41261446984902,0.3752066115702479,0.5364443832537649
1392,CONSTELLATION BRANDS INC,23692,12.659999999999998,19.99,8472,107255.51999999999,3693,74879.06999999999,55804.49999999999,408.33,79528.99,-32376.449999999997,-43.23831746307747,0.43590651558073656,0.6981372147559398
2242,DELICATO VINEYARDS INC,13422,6.45,9.99,16624,107224.8,8073,82093.91,42990.39,897.94,7982.65,-25130.89,-30.612368201246593,0.48562319538017323,0.7656242772194493
4425,MARTIGNETTI COMPANIES,21341,8.55,12.99,12532,107148.59999999999,5808,75391.92,34371.8,647.5500000000001,144929.24,-31756.679999999993,-42.12212661515981,0.46345355888924356,0.7036202059569607
10754,PERFECTA WINES,26442,10.8,15.99,9908,107006.4,2046,32715.54,16677.57,227.79000000000002,28720.52,-74290.85999999999,-227.08125863121924,0.2064997981429148,0.30573442336159334
9552,M S WALKER INC,2607,17.18,21.99,6228,106997.04,3732,82066.68,67179.45,2944.13,55551.82,-24930.36,-30.378175405657938,0.5992292870905588,0.7669995356880901
8664,"STOLI GROUP,(USA) LLC",754,7.4,9.99,14448,106915.2,983,9820.17,4795.2,774.02,18544.49,-97095.03,-988.730643155872,0.06803709856035438,0.0918500830564784
9552,M S WALKER INC,2214,21.58,29.99,4952,106864.15999999999,2577,90688.23000000001,62831.91,2032.47,55551.82,-16175.929999999978,-17.836857109241162,0.5203957996768982,0.8486309161088247
3252,E & J GALLO WINERY,12747,3.28,6.289999999999999,32552,106770.56,14637,86875.83,39830.68,1631.41,61966.91,-19894.729999999996,-22.90018984566823,0.4496497911034652,0.8136683932349892
4425,MARTIGNETTI COMPANIES,35413,4.72,6.99,22608,106709.76,11014,83471.86,44882.880000000005,1224.38,144929.24,-23237.899999999994,-27.839202337170864,0.4871726822363765,0.7822326655031367
9165,ULTRA BEVERAGE COMPANY LLP,36100,20.54,29.99,5192,106643.68,2441,73205.59,45194.93,270.83,68054.7,-33438.09,-45.67696264725139,0.47014637904468415,0.6864503362974721
10754,PERFECTA WINES,36992,10.06,14.99,10592,106555.52,5009,85927.90999999999,47235.719999999994,556.61,28720.52,-20627.610000000015,-24.005715954222577,0.47290407854984895,0.8064144400965805
1392,CONSTELLATION BRANDS INC,7423,5.47,8.99,19452,106402.44,8515,73220.85,45249.44,1899.67,79528.99,-33181.59,-45.31713302973127,0.4377441908287066,0.6881501025728358
1392,CONSTELLATION BRANDS INC,46093,6.53,9.99,16288,106360.64,7827,87210.73,45360.21,870.33,79528.99,-19149.910000000003,-21.958203996228452,0.48053781925343814,0.8199530390189453
653,STATE WINE & SPIRITS,40559,7.23,10.99,14704,106309.92,6686,80741.14,40508.56,744.16,8014.9800000000005,-25568.78,-31.667598451049862,0.4547062023939064,0.7594882961063276
4425,MARTIGNETTI COMPANIES,25714,38.35,62.99,2772,106306.2,1034,67349.66,43369.36,114.52,144929.24,-38956.53999999999,-57.84222221760287,0.373015873015873,0.6335440454084522
9165,ULTRA BEVERAGE COMPANY LLP,9360,35.99,44.99,2952,106242.48,1479,71180.21,61042.33,1167.1200000000001,68054.7,-35062.26999999999,-49.25845259518058,0.5010162601626016,0.6699788069706205
3664,WILLIAM GRANT & SONS INC,284,53.43,77.99,1988,106218.84,824,63513.759999999995,55696.77,650.3100000000001,30234.420000000002,-42705.08,-67.23752459309605,0.41448692152917505,0.5979519264190797
2000,SOUTHERN WINE & SPIRITS NE,25046,5.549999999999999,8.99,19128,106160.4,8620,81341.8,45311.29,957.59,19016.59,-24818.59999999999,-30.511495934439598,0.4506482643245504,0.7662160278220504
90024,VINILANDIA USA,44915,6.45,9.99,16448,106089.6,7927,83672.73,42984.66,882.48,2802.64,-22416.87000000001,-26.791130156742838,0.481943093385214,0.7886987037372183
3960,DIAGEO NORTH AMERICA INC,1798,51.09,69.99,2076,106062.84000000001,976,68310.23999999999,59071.56,770.02,257032.07,-37752.60000000002,-55.2663846591668,0.4701348747591522,0.644054411516795
9552,M S WALKER INC,4140,4.75,5.99,22320,106020.0,10464,62679.36,9739.74,10987.2,55551.82,-43340.64,-69.1465898822196,0.46881720430107526,0.591203169213356
1392,CONSTELLATION BRANDS INC,6356,5.16,7.79,20532,105945.12000000001,9506,74051.74,53462.77,2114.3,79528.99,-31893.380000000005,-43.06904874888828,0.4629846093902201,0.6989631990600417
660,SAZERAC NORTH AMERICA INC.,5027,7.51,12.99,14100,105891.0,6547,88286.53,72398.35,5163.51,17932.33,-17604.47,-19.940153951004756,0.4643262411347518,0.8337491382648194
9744,FREDERICK WILDMAN & SONS,6542,3.71,8.99,28532,105853.72,15308,108689.92,44690.28,1709.04,3999.93,2836.199999999997,2.609441611512822,0.5365203981494462,1.026793578912484
9165,ULTRA BEVERAGE COMPANY LLP,247,156.24,199.99,676,105618.24,249,50007.51,40367.990000000005,196.29000000000002,68054.7,-55610.73,-111.20475704549177,0.3683431952662722,0.473474184004581
9165,ULTRA BEVERAGE COMPANY LLP,3378,44.69,58.99,2360,105468.4,535,30884.65,22228.15,421.73,68054.7,-74583.75,-241.49132335966246,0.2266949152542373,0.29283320880946334
7153,PINE STATE TRADING CO,28081,5.509999999999999,8.99,19140,105461.40000000001,9251,79766.49,42063.44,1029.14,15884.82,-25694.910000000003,-32.212662234479666,0.48333333333333334,0.7563572074711695
9165,ULTRA BEVERAGE COMPANY LLP,15035,7.33,10.99,14368,105317.44,8592,94426.08,34134.94,960.84,68054.7,-10891.36,-11.534271040373593,0.5979955456570156,0.8965854088363713
3252,E & J GALLO WINERY,7680,19.680000000000003,24.99,5348,105248.64,2104,39282.96,28818.67,1659.05,61966.91,-65965.68,-167.9244130279388,0.39341810022438295,0.3732395972052465
4425,MARTIGNETTI COMPANIES,13948,50.67,74.99,2076,105190.92,843,72399.56999999999,38437.52,93.79,144929.24,-32791.350000000006,-45.29218889007215,0.4060693641618497,0.6882682459664768
1392,CONSTELLATION BRANDS INC,12211,11.03,16.99,9536,105182.08,4567,83993.33,57204.17,2055.15,79528.99,-21188.75,-25.226705501496365,0.4789219798657718,0.7985517114702428
2000,SOUTHERN WINE & SPIRITS NE,36383,9.389999999999999,13.99,11200,105168.0,4722,71964.78,40712.45,524.5600000000001,19016.59,-33203.22,-46.13815257963687,0.42160714285714285,0.6842840027384756
9165,ULTRA BEVERAGE COMPANY LLP,6193,13.229999999999999,18.99,7948,105152.04,4014,78459.86,59101.759999999995,3164.19,68054.7,-26692.179999999993,-34.02017286291359,0.5050327126321087,0.7461563275424804
10754,PERFECTA WINES,26716,21.76,31.99,4832,105144.31999999999,1334,42674.659999999996,17786.44,148.84,28720.52,-62469.659999999996,-146.38584115257157,0.27607615894039733,0.4058674781481301
12546,JIM BEAM BRANDS COMPANY,8171,0.71,0.9900000000000001,148064,105125.44,65595,64939.05,18615.96,3416.44,123880.97,-40186.39,-61.88324282538781,0.44301788415820187,0.6177291624177744
1392,CONSTELLATION BRANDS INC,39717,4.9,9.99,21424,104977.59999999999,10185,94206.15,38116.89,1136.9,79528.99,-10771.449999999997,-11.433913815605454,0.47540141896938015,0.8973928723842038
9165,ULTRA BEVERAGE COMPANY LLP,2682,42.39,52.989999999999995,2476,104957.64,1265,69814.35,58878.35,998.33,68054.7,-35143.28999999999,-50.33820410846766,0.5109046849757674,0.6651669187683718
4425,MARTIGNETTI COMPANIES,31466,15.06,21.99,6968,104938.08,3119,70764.81,46009.68,345.55,144929.24,-34173.270000000004,-48.291332937939075,0.44761768082663606,0.6743482442217353
9815,WINE GROUP INC,13723,11.56,17.99,9076,104918.56,4249,74349.51,56097.939999999995,1912.05,27100.41,-30569.050000000003,-41.11533485560295,0.46815777875716175,0.7086402062704634
4425,MARTIGNETTI COMPANIES,27144,11.28,17.49,9296,104858.88,963,17324.37,7231.98,107.48,144929.24,-87534.51000000001,-505.26807035407353,0.10359294320137694,0.16521605037169954
7245,PROXIMO SPIRITS INC.,168,8.95,12.99,11716,104858.2,5045,64507.55,44860.83,3975.9700000000003,38994.78,-40350.649999999994,-62.55182532897311,0.4306077159440082,0.6151884163565654
6785,PALM BAY INTERNATIONAL INC,19926,6.53,10.99,16056,104845.68,7417,77689.83,43610.63,823.88,13605.41,-27155.84999999999,-34.95418898458137,0.46194569008470354,0.7409921896638947
3252,E & J GALLO WINERY,34429,11.720000000000002,16.99,8944,104823.68,4126,70100.73999999999,44853.6,457.14,61966.91,-34722.94,-49.53291505909924,0.4613148479427549,0.6687490841763998
480,BACARDI USA INC,6225,2.9799999999999995,3.99,35164,104788.72,15303,61058.97,30128.49,786.34,89286.27,-43729.75,-71.61887925721643,0.4351893982482084,0.5826864761779703
12546,JIM BEAM BRANDS COMPANY,2639,52.37,70.99,2000,104740.00000000001,694,50111.06,44009.909999999996,547.73,123880.97,-54628.94000000002,-109.01573425108153,0.347,0.4784328814206606
9552,M S WALKER INC,14991,11.99,19.99,8728,104648.72,4431,81233.69,39354.579999999994,493.34000000000003,55551.82,-23415.03,-28.82428460408483,0.5076764436296975,0.7762511572047895
1392,CONSTELLATION BRANDS INC,16326,2.64,3.9900000000000007,39588,104512.31999999999,18606,79153.94,41566.950000000004,1414.26,79528.99,-25358.37999999999,-32.0367880613397,0.4699909063352531,0.7573646819819904
7239,REMY COINTREAU USA INC,1893,43.99,54.99,2372,104344.28,1083,65529.17,57040.58,854.4100000000001,16978.67,-38815.11,-59.23333074415562,0.4565767284991568,0.6280092210133608
1128,BROWN-FORMAN CORP,809,13.13,17.99,7940,104252.2,3968,76212.31999999999,46735.84,4166.400000000001,68601.68,-28039.880000000005,-36.79179429257633,0.49974811083123427,0.7310380020757355
12546,JIM BEAM BRANDS COMPANY,5662,7.19,9.99,14496,104226.24,6985,74803.15,56135.05,5506.18,123880.97,-29423.09000000001,-39.3340253719262,0.48185706401766004,0.7176997846223753
17035,PERNOD RICARD USA,6433,39.05,54.99,2668,104185.40000000001,1279,70272.21,59769.12,1009.12,123780.22,-33913.19,-48.259745922321216,0.47938530734632684,0.6744919153739392
516,BANFI PRODUCTS CORP,6859,4.69,8.99,22176,104005.44,9077,86703.23,40147.96,2030.97,8510.41,-17302.210000000006,-19.955669471598704,0.40931637806637805,0.8336412979936434
9165,ULTRA BEVERAGE COMPANY LLP,25289,4.66,6.989999999999999,22312,103973.92,9393,65657.07,28351.440000000002,1047.57,68054.7,-38316.84999999999,-58.359061712622854,0.4209842237361061,0.6314763356041593
4425,MARTIGNETTI COMPANIES,15827,6.75,9.99,15400,103950.0,6945,72024.55,30095.100000000002,774.9200000000001,144929.24,-31925.449999999997,-44.32578891502966,0.45097402597402597,0.6928768638768639
9165,ULTRA BEVERAGE COMPANY LLP,9358,41.98,54.989999999999995,2476,103942.48,1292,75332.08,65793.71,1019.71,68054.7,-28610.399999999994,-37.97903894330277,0.5218093699515347,0.7247477643404314
9165,ULTRA BEVERAGE COMPANY LLP,32546,12.58,21.99,8256,103860.48,4698,97227.01999999999,47265.17999999999,523.26,68054.7,-6633.460000000006,-6.822650740504035,0.5690406976744186,0.9361310481137772
99166,STARK BREWING COMPANY,3248,21.42,29.99,4848,103844.16,1276,38267.24,8067.3099999999995,1005.1,130.09,-65576.92000000001,-171.3656903398312,0.2632013201320132,0.3685064234714788
10754,PERFECTA WINES,18742,11.25,16.99,9224,103770.0,5516,109466.84,52753.939999999995,614.54,28720.52,5696.8399999999965,5.204169591448878,0.5980052038161319,1.05489871831936
3664,WILLIAM GRANT & SONS INC,5771,22.38,32.99,4632,103664.16,2092,64767.08,55572.03,1650.69,30234.420000000002,-38897.08,-60.05686839672253,0.45164075993091535,0.6247779367526829
3252,E & J GALLO WINERY,36620,10.95,16.99,9464,103630.8,4145,70753.55,33101.63,461.6,61966.91,-32877.25,-46.46727973366707,0.4379754860524091,0.6827463456810138
4425,MARTIGNETTI COMPANIES,42255,16.33,24.99,6344,103597.52,3128,82045.72,46531.27,347.48,144929.24,-21551.800000000003,-26.268036894550995,0.4930643127364439,0.79196606250806
4425,MARTIGNETTI COMPANIES,43359,27.019999999999996,39.99,3832,103540.64,1675,67659.25,38168.560000000005,185.91,144929.24,-35881.39,-53.032497404272135,0.43710855949895616,0.6534559763200227
9552,M S WALKER INC,36199,8.05,13.99,12860,103523.0,5948,73652.52,39012.57,661.4,55551.82,-29870.479999999996,-40.5559511066288,0.4625194401244168,0.7114604484027705
9165,ULTRA BEVERAGE COMPANY LLP,4018,26.46,39.99,3912,103511.51999999999,1527,57447.73,45246.990000000005,1204.39,68054.7,-46063.789999999986,-80.18382971790179,0.39033742331288346,0.554988758739124
12546,JIM BEAM BRANDS COMPANY,7070,9.35,12.99,11064,103448.40000000001,3822,40139.78,24163.93,3010.4,123880.97,-63308.62000000001,-157.72039607591276,0.34544468546637747,0.38801740771244403
90024,VINILANDIA USA,13225,13.6,22.99,7600,103360.0,3382,77774.18,47819.24,375.1,2802.64,-25585.820000000007,-32.897576033588535,0.445,0.7524591718266254
9552,M S WALKER INC,4431,11.1,14.990000000000002,9308,103318.79999999999,4305,64983.95,41975.19,3393.0,55551.82,-38334.84999999999,-58.99125861078004,0.4625053717232488,0.628965396423497
12546,JIM BEAM BRANDS COMPANY,3941,29.36,36.99,3512,103112.31999999999,1583,60286.170000000006,50819.670000000006,1249.05,123880.97,-42826.14999999999,-71.03810044658664,0.45074031890660593,0.5846650526338658
9165,ULTRA BEVERAGE COMPANY LLP,2332,58.13,74.99,1772,103006.35999999999,66,4949.339999999999,4199.44,52.04,68054.7,-98057.01999999999,-1981.214060864681,0.03724604966139955,0.04804887775861607
8320,SHAW ROSS INT L IMP LTD,8696,7.48,10.99,13768,102984.64,6402,69603.98,42403.0,710.16,3151.92,-33380.66,-47.95797596631688,0.4649912841371296,0.6758675856904486
4425,MARTIGNETTI COMPANIES,2478,26.079999999999995,35.99,3948,102963.84,1170,41072.3,35877.78,923.0500000000001,144929.24,-61891.53999999999,-150.68924798465142,0.29635258358662614,0.3989002352670608
3252,E & J GALLO WINERY,18857,4.02,5.99,25588,102863.76000000001,11714,69341.86,30193.0,1306.72,61966.91,-33521.90000000001,-48.34294897771708,0.4577927153353134,0.6741136042470156
9552,M S WALKER INC,26153,6.66,9.99,15440,102830.40000000001,6419,64125.81,25194.78,717.5400000000001,55551.82,-38704.59000000001,-60.35727268006441,0.4157383419689119,0.6236075129533678
9744,FREDERICK WILDMAN & SONS,25630,26.169999999999998,40.99,3924,102691.08,583,17650.17,6955.73,65.16,3999.93,-85040.91,-481.81354627179235,0.14857288481141692,0.17187636939839368
1392,CONSTELLATION BRANDS INC,23649,7.89,12.989999999999998,13012,102664.68000000001,5344,66972.56,37670.14,593.88,79528.99,-35692.12000000001,-53.29364742814073,0.4106978173993237,0.652342753126002
3664,WILLIAM GRANT & SONS INC,5702,21.89,29.99,4684,102532.76000000001,2092,64446.08,55772.909999999996,1650.43,30234.420000000002,-38086.68000000001,-59.09852080995462,0.4466268146883006,0.6285413559529657
